iter	Logloss
152	0.437195517
153	0.4367009085
154	0.4364488834
155	0.436156162
156	0.4358487206
157	0.4354431504
158	0.4351510891
159	0.4349728822
160	0.434741147
161	0.4345273447
162	0.4342966879
163	0.4341168651
164	0.4339008836
165	0.4336680443
166	0.4335164063
167	0.4332175128
168	0.4330610237
169	0.4329114213
170	0.4326490796
171	0.4323961306
172	0.4321783827
173	0.4318730654
174	0.4315075022
175	0.4313518062
176	0.431135812
177	0.4309378962
178	0.4307797128
179	0.4305599791
180	0.4304310296
181	0.4302307089
182	0.4300001723
183	0.429842185
184	0.4296660928
185	0.4294377352
186	0.4292418861
187	0.4290784967
188	0.4288797871
189	0.4286540405
190	0.4284528796
191	0.4283089696
192	0.4281065087
193	0.4278200312
194	0.4275559703
195	0.4273111957
196	0.4271133239
197	0.4269507488
198	0.4267216856
199	0.4264156032
200	0.4262834318
201	0.4261339187
202	0.4259539531
203	0.4257813232
204	0.4256077739
205	0.4253952756
206	0.4252427225
207	0.4250747458
208	0.424841601
209	0.4247007441
210	0.4245188693
211	0.4242936867
212	0.4240332081
213	0.4238294568
214	0.4236256545
215	0.4234276475
216	0.4228100831
217	0.4226130044
218	0.4223842988
219	0.4222154991
220	0.4220113386
221	0.4218279348
222	0.4216233895
223	0.4214144557
224	0.4212471167
225	0.4209980529
226	0.4207963169
227	0.4205834394
228	0.4203489731
229	0.4201230287
230	0.4198842925
231	0.4196727643
232	0.4194371355
233	0.4191280289
234	0.4189529726
235	0.4187837462
236	0.4185872344
237	0.4183064709
238	0.4181358741
239	0.4179510054
240	0.4176848536
241	0.4173405986
242	0.4171827953
243	0.4169981409
244	0.4167744417
245	0.4165044063
246	0.4162665041
247	0.4160755013
248	0.4158591809
249	0.41576447
250	0.4155070623
251	0.4153081309
252	0.4151500137
253	0.4148852308
254	0.4145631511
255	0.41431226
256	0.4141945729
257	0.4139268223
258	0.413698702
259	0.4135126817
260	0.4132192032
261	0.4130165882
262	0.4128445906
263	0.4126372634
264	0.4123892931
265	0.4120148031
266	0.411797267
267	0.4116433675
268	0.4114611447
269	0.4113092272
270	0.4111369886
271	0.4105986464
272	0.4104044657
273	0.4101909868
274	0.4100380843
275	0.4096107864
276	0.4093343017
277	0.4091781664
278	0.4089410158
279	0.4087448012
280	0.4085413909
281	0.4083256025
282	0.4081619892
283	0.4079295935
284	0.4076984243
285	0.4075132541
286	0.4073122414
287	0.4071840047
288	0.4069558914
289	0.406747273
290	0.4065431016
291	0.406409685
292	0.4062563791
293	0.4060520038
294	0.4058978182
295	0.4056945841
296	0.4054838524
297	0.4052270456
298	0.4049662323
299	0.4046938551
300	0.4045531271
301	0.4044161978
302	0.4041955709
303	0.4040677187
304	0.4039446788
305	0.4037880837
306	0.4035104988
307	0.4033680257
308	0.4032149996
309	0.4030505418
310	0.4027455556
311	0.4025400386
312	0.4023790911
313	0.4022599495
314	0.40205727
315	0.4019107354
316	0.4017812602
317	0.4015930367
318	0.4012481248
319	0.4010887119
320	0.4007145546
321	0.4005754192
322	0.400274198
323	0.4000908426
324	0.3999039883
325	0.3997860808
326	0.39929203
327	0.3991599485
328	0.3989308361
329	0.3987884558
330	0.3985841124
331	0.3983745443
332	0.398211815
333	0.3980501667
334	0.3979331929
335	0.3977171804
336	0.3975369335
337	0.3973978038
338	0.3972800168
339	0.3970816994
340	0.3968902175
341	0.3966924357
342	0.3965802897
343	0.3964381283
344	0.3962051932
345	0.3959497094
346	0.3958339826
347	0.3955971328
348	0.3954577788
349	0.3952435342
350	0.3951150626
351	0.3947477165
352	0.3945772457
353	0.3944236707
354	0.3942324354
355	0.3940694651
356	0.3939264985
357	0.3937678999
358	0.3936248236
359	0.3934480071
360	0.3931055027
361	0.3929259012
362	0.392745985
363	0.39257912
364	0.3923362503
365	0.3921263096
366	0.392022079
367	0.3917821544
368	0.3915104694
369	0.391369546
370	0.3913273452
371	0.391102451
372	0.3909669385
373	0.3907884281
374	0.3906766617
375	0.3904492836
376	0.3902997438
377	0.3901371865
378	0.3899862397
379	0.3898539664
380	0.3896240884
381	0.3894533097
382	0.3892591571
383	0.3890703622
384	0.3889092055
385	0.3887177565
386	0.3885470615
387	0.388428734
388	0.3882964394
389	0.3881327841
390	0.3880181479
391	0.3879119807
392	0.3878046446
393	0.3876316283
394	0.3874569141
395	0.3871533073
396	0.3871213168
397	0.3870347036
398	0.3868541708
399	0.3866008718
400	0.3865809655
401	0.3864143693
402	0.3863812508
403	0.3861990727
404	0.3860513812
405	0.3858827282
406	0.3856829005
407	0.3855645001
408	0.3852667286
409	0.3850994636
410	0.3849706939
411	0.3847417246
412	0.3844128604
413	0.3842730222
414	0.3841685562
415	0.3840066789
416	0.3840040215
417	0.3838866459
418	0.3837676867
419	0.3835937139
420	0.3834291419
421	0.383241668
422	0.3831328789
423	0.3829625597
424	0.3828561242
425	0.3826895112
426	0.3825771292
427	0.3824554368
428	0.3823047125
429	0.3823022086
430	0.382187922
431	0.3819615429
432	0.3817983196
433	0.3816843015
434	0.381477815
435	0.3813663433
436	0.3812162702
437	0.3811059642
438	0.3809608457
439	0.3807518957
440	0.3806244671
441	0.3805198815
442	0.3803156178
443	0.3802907727
444	0.3801446863
445	0.3799369988
446	0.3798042883
447	0.3795958496
448	0.3794328182
449	0.3793380807
450	0.3790588865
451	0.3789109718
452	0.3787974181
453	0.3786041542
454	0.378346408
455	0.37831586
456	0.3782109241
457	0.3781297303
458	0.3779219493
459	0.377746329
460	0.3776000547
461	0.3774254529
462	0.3772949887
463	0.3770542853
464	0.3769219216
465	0.3767278072
466	0.3766063757
467	0.3764510983
468	0.3763207369
469	0.3761877927
470	0.3760024247
471	0.3758706708
472	0.37571364
473	0.3755858294
474	0.375421229
475	0.3752601396
476	0.3750905735
477	0.3749317282
478	0.3747336318
479	0.3746458309
480	0.3744101259
481	0.3741832865
482	0.3740423193
483	0.3738620614
484	0.3736911293
485	0.3736146263
486	0.3735156618
487	0.3733693626
488	0.373212954
489	0.3732109494
490	0.3731081868
491	0.372972185
492	0.3728834836
493	0.3726816579
494	0.3725359283
495	0.3723978805
496	0.3723097889
497	0.3721597954
498	0.3720067898
499	0.3719051737
500	0.3718188532
501	0.3716824417
502	0.3715553564
503	0.3714103904
504	0.3712178937
505	0.3711110606
506	0.3710474813
507	0.3709289251
508	0.3707854721
509	0.3706381173
510	0.3704256076
511	0.3702769326
512	0.3702603898
513	0.3701641883
514	0.3700312984
515	0.3698347928
516	0.3696794903
517	0.3695743958
518	0.369437224
519	0.369291389
520	0.369186162
521	0.3691549882
522	0.3690498465
523	0.3689642977
524	0.3687706863
525	0.3686596291
526	0.3685462361
527	0.3683240106
528	0.368186647
529	0.3680940082
530	0.3680135796
531	0.3678763833
532	0.3677712878
533	0.3677518044
534	0.3675694976
535	0.3674484973
536	0.3673555651
537	0.3672596389
538	0.367154402
539	0.3670738519
540	0.3669351308
541	0.366819205
542	0.3666297492
543	0.3664971949
544	0.3663949818
545	0.3662659149
546	0.3660849602
547	0.3658932693
548	0.3657132603
549	0.3655816341
550	0.3654949998
551	0.3653690919
552	0.3652941283
553	0.3652099384
554	0.365057258
555	0.364858081
556	0.3647185463
557	0.3646166325
558	0.3645600848
559	0.3644067272
560	0.3642315469
561	0.364077948
562	0.3639708544
563	0.3638671749
564	0.3637560676
565	0.3636871407
566	0.3635811504
567	0.3633954666
568	0.3632700043
569	0.3631564132
570	0.36297793
571	0.3627406663
572	0.3626617387
573	0.3625845038
574	0.3624308583
575	0.3623428083
576	0.3622313584
577	0.3620838653
578	0.3619204194
579	0.361758528
580	0.3616326485
581	0.3615278743
582	0.361398016
583	0.3612683189
584	0.3611500784
585	0.3610301416
586	0.3609345889
587	0.3608312684
588	0.3607248948
589	0.3606429697
590	0.360524024
591	0.3603956042
592	0.3602549472
593	0.3600957861
594	0.3599556098
595	0.3598087223
596	0.3596592603
597	0.3595849089
598	0.3595083447
599	0.35940614
600	0.3592941894
601	0.3591799815
602	0.3590695843
603	0.3590196741
604	0.3588850435
605	0.3587679764
606	0.3586384473
607	0.3586323114
608	0.3585456962
609	0.3583367938
610	0.358263505
611	0.3581971345
612	0.3581062063
613	0.3579694597
614	0.3578263947
615	0.3576878988
616	0.3574477808
617	0.3573400512
618	0.3572533401
619	0.3571196361
620	0.3570708296
621	0.3569145767
622	0.3568250379
623	0.3567241086
624	0.3566400267
625	0.3565721953
626	0.356462557
627	0.3563153196
628	0.356209347
629	0.3560634918
630	0.3558888514
631	0.3557898055
632	0.3556399218
633	0.355517309
634	0.3554288257
635	0.3553587907
636	0.3552739511
637	0.3552446946
638	0.3551331468
639	0.3550276693
640	0.3548813142
641	0.3547818437
642	0.354648946
643	0.3545736856
644	0.354480786
645	0.35437693
646	0.3542545447
647	0.3541302298
648	0.3540270261
649	0.3540021613
650	0.3538724255
651	0.3538091194
652	0.3537246375
653	0.3535881178
654	0.3534884447
655	0.3534251162
656	0.35326173
657	0.3531631744
658	0.3530761279
659	0.3530183458
660	0.3528644014
661	0.3527842681
662	0.3526664448
663	0.3524796792
664	0.352401408
665	0.3523153273
666	0.3522016063
667	0.3520908826
668	0.3519771562
669	0.3518715922
670	0.3517613682
671	0.3516259371
672	0.3515559985
673	0.3514009261
674	0.3512713341
675	0.351171812
676	0.3510612131
677	0.3509443443
678	0.350806751
679	0.3506531492
680	0.3505408648
681	0.3504566442
682	0.3503309983
683	0.3502601874
684	0.3501912379
685	0.3500790012
686	0.3499615979
687	0.3498858344
688	0.349774942
689	0.3496327888
690	0.3494704631
691	0.3493702857
692	0.3492609037
693	0.349156474
694	0.3490464417
695	0.3489355827
696	0.3488366543
697	0.3487292634
698	0.3486285028
699	0.3485378469
700	0.3484625406
701	0.3483400884
702	0.3482308814
703	0.3481381349
704	0.3480457165
705	0.3479067014
706	0.3478114818
707	0.3477437842
708	0.3475939171
709	0.3475103442
710	0.3474153557
711	0.3472819876
712	0.3471567961
713	0.3470742461
714	0.3470276413
715	0.3469310303
716	0.3468678739
717	0.3467855951
718	0.3467640704
719	0.3466592908
720	0.3465016887
721	0.346357726
722	0.3462980949
723	0.3461877051
724	0.3460691092
725	0.3459698161
726	0.3458778203
727	0.3457631988
728	0.3456835515
729	0.3455746631
730	0.3454868652
731	0.3453592445
732	0.345254016
733	0.3451926177
734	0.3451141314
735	0.3449922373
736	0.3448795117
737	0.3447517233
738	0.3446702785
739	0.3445677342
740	0.34448458
741	0.344380543
742	0.3443360577
743	0.3442406982
744	0.3441063563
745	0.3439623996
746	0.3438525008
747	0.3437216027
748	0.3436449821
749	0.3436272515
750	0.3435377571
751	0.3434273479
752	0.3433290386
753	0.34329237
754	0.3432663248
755	0.3431620923
756	0.3431071837
757	0.3430180063
758	0.3429554882
759	0.3428021639
760	0.3426432601
761	0.3425447138
762	0.3424376821
763	0.3423388375
764	0.3422622705
765	0.3421201562
766	0.3420346148
767	0.3419409088
768	0.3418048217
769	0.3417091263
770	0.3416158349
771	0.3415426837
772	0.3414186956
773	0.3412954647
774	0.3411726238
775	0.3410934015
776	0.3409827969
777	0.3408650093
778	0.3407777771
779	0.3406851424
780	0.3406021898
781	0.3405403296
782	0.3404036712
783	0.3403021694
784	0.3402182967
785	0.3401784419
786	0.3400622006
787	0.3399299522
788	0.3398271516
789	0.339696054
790	0.3396527924
791	0.3395873504
792	0.3395001333
793	0.3394502732
794	0.3393393061
795	0.339282566
796	0.3391775764
797	0.3391055725
798	0.3389789206
799	0.3389117904
800	0.3388290672
801	0.3387066843
802	0.338642122
803	0.3384991171
804	0.3383748648
805	0.3382785673
806	0.3381164472
807	0.3380384965
808	0.3379758506
809	0.3378736305
810	0.3377880461
811	0.337692236
812	0.3376278589
813	0.3375154427
814	0.33741205
815	0.3373171591
816	0.337230083
817	0.3371539566
818	0.3370401805
819	0.3369607939
820	0.3368717285
821	0.3367557354
822	0.336695019
823	0.3365805158
824	0.336415929
825	0.3363471692
826	0.3362154031
827	0.3361212699
828	0.3359787805
829	0.3359172087
830	0.3358077833
831	0.335701537
832	0.335608379
833	0.3355039602
834	0.3354129192
835	0.335347969
836	0.3352093192
837	0.3351103793
838	0.3350011811
839	0.3349515851
840	0.3348641568
841	0.3348112816
842	0.334746536
843	0.334621998
844	0.3345475798
845	0.3344527511
846	0.3343751832
847	0.3343092123
848	0.3342496857
849	0.3341610769
850	0.3339924142
851	0.3338838204
852	0.3338212837
853	0.3337377297
854	0.3336108021
855	0.3335409245
856	0.3334004786
857	0.3333415382
858	0.3333009895
859	0.3332074233
860	0.3331157222
861	0.3330141632
862	0.3329399121
863	0.3327721661
864	0.3327707516
865	0.3327213082
866	0.3326386215
867	0.3325522375
868	0.332472847
869	0.3323889629
870	0.3322604424
871	0.3321418064
872	0.33196355
873	0.3318725214
874	0.3318715863
875	0.3318142467
876	0.3316728149
877	0.3315282768
878	0.3314629567
879	0.3314013912
880	0.3313148765
881	0.3312944197
882	0.3311913926
883	0.3311379294
884	0.3310327785
885	0.3309569339
886	0.3308345766
887	0.330680893
888	0.3306299856
889	0.3305428182
890	0.3305282509
891	0.33048982
892	0.3304069408
893	0.3303246245
894	0.330226462
895	0.3301228271
896	0.3300183254
897	0.3299310439
898	0.3298553631
899	0.3298351339
900	0.3297440499
901	0.3296594218
902	0.329603392
903	0.3294704431
904	0.3294308623
905	0.3293188674
906	0.3292171064
907	0.3291074565
908	0.3290232231
909	0.3289821036
910	0.3289033386
911	0.3288546889
912	0.3287300175
913	0.32860868
914	0.3285061797
915	0.3284200034
916	0.3283560272
917	0.3283514892
918	0.3282957066
919	0.3282130086
920	0.3281465971
921	0.3280333549
922	0.3279396387
923	0.3278758622
924	0.3277944166
925	0.327725243
926	0.32762798
927	0.3275605158
928	0.3274512361
929	0.3273643065
930	0.3272967359
931	0.3271994674
932	0.3271003779
933	0.3270368555
934	0.326989707
935	0.3268951416
936	0.3268115636
937	0.326679144
938	0.3266068339
939	0.3265077523
940	0.3263848448
941	0.3263086793
942	0.3262134427
943	0.3261198421
944	0.3260365602
945	0.3259018692
946	0.3258124799
947	0.325776933
948	0.3257140207
949	0.3256450979
950	0.3255639751
951	0.3254865822
952	0.3254128827
953	0.3252660576
954	0.3251685426
955	0.3250900778
956	0.3249974351
957	0.3249002805
958	0.3248003683
959	0.3247058831
960	0.3245899601
961	0.3244550497
962	0.3243572444
963	0.3242831739
964	0.3242063126
965	0.3241031654
966	0.3239919264
967	0.3238626869
968	0.3238015807
969	0.3237482053
970	0.3236670345
971	0.3236327958
972	0.3235150533
973	0.3234235875
974	0.3233528423
975	0.3232904561
976	0.3232000461
977	0.3231604473
978	0.32304101
979	0.3229801508
980	0.3228685296
981	0.3227816012
982	0.3226938204
983	0.3225638812
984	0.322458912
985	0.3223121102
986	0.3222533618
987	0.322165673
988	0.3220638988
989	0.3219819361
990	0.321919434
991	0.321810842
992	0.3217147966
993	0.3216562838
994	0.3215596184
995	0.3214617878
996	0.3214026013
997	0.3212846416
998	0.3211990065
999	0.321101571
